sasdate,RPI,DPCERA3M086SBEA,INDPRO,CMRMTSPLx,RETAILx,UNRATE,CLAIMSx,PAYEMS,AWHMAN,HOUST,PERMIT,M1SL,M2SL,BOGMBASE,BUSLOANS,NONREVSL,CPIAUCSL,PPICMM,PCEPI,OILPRICEx,FEDFUNDS,TB3MS,GS10,AAA,BAA,S&P 500,VIXCLSx,UMCSENTx,TERM_SPREAD,CREDIT_SPREAD
1986-12-01,0.0035131786310813595,0.021810963941065076,0.009439539139524555,0.020719031392408382,0.044180271206716526,-0.3000000000000007,-0.0137225800188574,0.002001823223354293,40.8,7.513709247839705,7.551186867296149,0.011995690831615669,0.004676646206889679,0.006029867898369012,0.0165815802873448,0.001855432936244128,0.0018034033460070376,-0.003088010688576226,-4.0967363397914625e-4,0.03195031658514402,0.8700000000000001,0.1800000000000006,-0.13999999999999968,-0.1899999999999995,-0.09999999999999964,0.014178888542543788,19.7586,-2.3000000000000114,1.58,1.4800000000000004
1987-01-01,-0.0016504446848415455,-0.025422346052392353,-0.003493734682405325,-0.03207881748060437,-0.0667186777347073,0,-0.0359490297783811,0.0016800294228769275,40.8,7.480992162869525,7.432483807917119,-0.019432065206984817,-0.00402407529479909,-0.033364295368557784,-0.011307962791886617,-0.0027305705377909106,0.0017839127098122631,0.0020565510819139377,0.0033180640807382034,0.0932687051524943,-0.4800000000000004,-0.10000000000000053,-0.03000000000000025,-0.13000000000000078,-0.25,0.06199607222174297,20.7666,1.3000000000000114,1.6500000000000004,1.3600000000000012
1987-02-01,0.002949474335968816,0.018804370705602924,0.01309491176805988,0.03543530263540973,0.04862733509693484,0,0.009073296205675874,0.0023909097338279395,41.2,7.486613313139955,7.4318919168078,-0.006876183530664548,-0.004500384824911663,-0.011929783801805982,-0.020337768497417308,-0.0010449226555877544,-0.0018163199521854523,-0.009342077400665616,-0.0011926066072640573,-0.19997565543300277,-0.33000000000000007,0.16000000000000014,0.16999999999999993,0.02000000000000135,-0.07000000000000028,0.060157482811844076,23.4463,-0.20000000000000284,1.6600000000000001,1.2699999999999996
1987-03-01,0.00224982382448502,0.0011981568253651709,0.0014471947964986853,9.592601378614063e-4,0.006762211194153878,0,-0.04546237407675768,0.002424747455627596,41,7.453561871643373,7.440733707389261,0.003549023548374386,9.429133706229109e-4,0.027826466511072567,0.0042315019035825685,6.0294486697642924e-5,-1.2800860217154764e-5,0.033054921689252836,-8.545453545467652e-4,0.08327708010786905,0.03000000000000025,0,0,-0.02000000000000135,-0.040000000000000924,0.04046593256171338,21.8372,0.5999999999999943,1.6600000000000001,1.25
1987-04-01,-7.287782202798354e-4,0.004732486031652439,0.006311114231135839,-0.002875093523872607,0.00815699364674849,-0.2999999999999998,0.008961971857230466,0.0033059838758529025,40.8,7.3864708488298945,7.3783837129967145,0.009436572152103473,0.0028171338524369816,0.00997824559646876,6.649483633927034e-4,0.009475185916153706,8.749955895366313e-4,-0.016583804813806502,0.0010812060123632783,-0.0138452643148681,0.2400000000000002,0.04999999999999982,0.7699999999999996,0.4900000000000002,0.4299999999999997,-0.011000454689821915,26.8814,2,2.38,1.1899999999999995
1987-05-01,0.0059927314087513395,5.957154489379946e-4,0.006302766762669165,-0.0016700383315857437,-1.8089534986920341e-4,0,-0.015736555538985897,0.0022536385118332447,41,7.395107546562485,7.313220387090301,-0.011119254728688688,-0.0031941348899442445,-0.015419679890406712,0.0018590155837863165,-0.005025369030136062,-0.0017880302905242118,0.048129603011711986,-0.0011931566762566348,0.022278728729180575,0.47999999999999954,0.020000000000000462,0.5899999999999999,0.4800000000000004,0.47000000000000064,-6.915629597887829e-4,25.4115,-1.7000000000000028,2.9499999999999993,1.1799999999999997
1987-06-01,-9.477455643569499e-4,0.004182911046418436,0.005166029302833941,0.004978220786508558,0.013725437518298023,-0.09999999999999964,-0.026790733557765734,0.0016893555002859273,40.9,7.374001859350161,7.3277805384216315,-0.0060431307925163935,-0.0012641648700881802,0.005137705247256541,0.0013523090389764292,0.0032134996577575237,0.0017566205425065817,-0.045627034316191306,0.0012457744534239978,-0.009190355664363992,-0.11999999999999922,0.009999999999999787,-0.20999999999999908,-0.009999999999999787,0.009999999999999787,0.04166563717009453,21.6245,0.4000000000000057,2.7300000000000004,1.1999999999999993
1987-07-01,0.003390899704925232,0.004846701563376854,0.006797065473966413,0.008635181889163235,0.006573069889057592,-0.10000000000000053,-0.00935314690664768,0.003399514410508786,41,7.362010551259734,7.323830566202317,0.0032231374632223364,9.716693880950089e-4,-0.0016513411918630538,-0.00764221378260288,5.657678192783067e-4,-0.0017753334383439068,0.03514810262888535,-0.0014697723488481529,0.032470207097915704,-0.15000000000000036,0.020000000000000462,0.049999999999998934,0.09999999999999964,0.08999999999999986,0.028456539914007983,17.8009,2.200000000000003,2.759999999999999,1.1899999999999995
1987-08-01,0.005267531898862643,0.007620592026540862,0.007478081537837689,-0.004419215176165281,0.018503420132489623,-0.09999999999999964,0.01969513921573629,0.0016905513952174545,40.9,7.380879035564116,7.32052696227274,0.0028230792463403986,0.0017205174806056434,-0.008270007596790308,0.003477677310359084,0.0017058452928662149,0.0017443643377621498,-0.017679359222223745,0.0016353013811372108,-0.11580170143707935,0.15000000000000036,0.34999999999999964,0.3100000000000005,0.25,0.19000000000000128,0.06037799163713675,20.849,0.7000000000000028,2.7199999999999998,1.1300000000000008
1987-09-01,8.821388009891962e-4,-0.004719279868513837,0.003931774012906786,0.010960779381159469,-0.013268228888369649,-0.09999999999999964,-0.04990411361913338,0.0022139114798402915,40.8,7.43543801981455,7.322510433997394,0.0010641579347066,7.395278934767546e-4,0.00744018482142117,0.011718058477459437,-0.0032919273398945847,-8.905957739751003e-4,0.013083564126881164,-5.787193987627504e-4,0.014354261176493743,0.4899999999999993,0.3600000000000003,0.6600000000000001,0.5099999999999998,0.5099999999999998,-0.033022596320249065,22.8938,-0.8000000000000114,3.0199999999999996,1.1300000000000008
